O,D,DIFF
971,984,-918
971,985,-2468
971,986,-141
972,975,-387
972,982,-593
972,985,-1126
974,975,-970
974,982,-924
974,985,-2322
975,976,-846
975,979,-590
975,980,-524
975,981,-302
975,982,-846
975,983,-503
975,984,-634
975,985,-1758
976,982,-423
976,985,-2351
978,982,-592
978,985,-195
979,982,-1985
979,985,-1682
980,982,-544
980,985,-1437
981,982,-733
981,985,-773
982,983,-705
982,984,-1314
982,985,-2345
982,986,-494
983,985,-1669
984,985,-1898
985,986,-244
